,Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry
2998,25.0, Private,52921.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,45.0, United-States
22425,26.0, Private,39014.0,,8.0, Married-civ-spouse, Priv-house-serv, Wife, Female,0.0,0.0,40.0, Dominican-Republic
20572,35.0, Private,202027.0, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband,,7298.0,0.0,35.0, United-States
4190,46.0, Private,269045.0, 11th,7.0, Widowed, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, United-States
12670,24.0, Private,114873.0, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, Male,0.0,0.0,40.0, United-States
6373,67.0, Self-emp-not-inc,178878.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,12.0, United-States
24678,49.0, Private,34446.0,,10.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0,
15362,46.0, Private,160647.0, Bachelors,13.0, Widowed, Tech-support, Unmarried, Female,0.0,0.0,38.0, United-States
12505,42.0, Private,160893.0, Some-college,, Married-civ-spouse, Other-service, Wife, Female,,0.0,23.0, United-States
9804,32.0, Private,258406.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, Mexico
4170,54.0, Self-emp-not-inc,104748.0, 10th,6.0,, Sales, Husband, Male,0.0,0.0,65.0, United-States
19255,22.0, ?,, Bachelors,13.0,, ?, Not-in-family, Male,0.0,0.0,25.0, United-States
14488,34.0, Private,110622.0, Masters,14.0, Divorced, Exec-managerial, Other-relative, Female,0.0,0.0,40.0, South
19916,21.0, Private,33616.0, Some-college,, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,25.0, United-States
4029,37.0, Private,280966.0, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States
15971,63.0, Self-emp-not-inc,179981.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,60.0, United-States
18626,35.0, Private,189382.0,,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
24281,34.0, State-gov,56964.0, Doctorate,16.0, Married-civ-spouse,, Wife, Female,0.0,0.0,50.0, United-States
30425,36.0, Private,108320.0, HS-grad,9.0,, Machine-op-inspct, Not-in-family, Male,4101.0,0.0,40.0, United-States
2600,32.0,,195891.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,55.0, United-States
12969,21.0, Private,225724.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,20.0, United-States
199,24.0, Self-emp-not-inc,32921.0, HS-grad,9.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States
29312,63.0, Private,131519.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,40.0, United-States
8656,, Self-emp-not-inc,313853.0, Bachelors,13.0,, Other-service, Unmarried, Male,0.0,0.0,45.0,
491,27.0, Private,203160.0, Bachelors,13.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,28.0, United-States
24147,62.0, Private,195343.0, Doctorate,16.0, Divorced, Prof-specialty, Unmarried, Male,,0.0,50.0, United-States
21524,37.0, ?,299090.0, HS-grad,9.0, Divorced, ?, Not-in-family, Female,0.0,,30.0, United-States
9054,18.0, Private,, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,40.0, United-States
9964,41.0, Private,, HS-grad,9.0, Widowed,, Other-relative, Male,914.0,0.0,40.0, United-States
26909,66.0, Local-gov,174486.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband,,20051.0,0.0,, Jamaica
8371,57.0, Private,61298.0, 5th-6th,3.0, Separated, Machine-op-inspct, Other-relative, Female,0.0,0.0,40.0, Ecuador
14347,41.0, Local-gov,190368.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,, United-States
12482,34.0, Private,299507.0, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, Female,0.0,0.0,40.0, United-States
12391,72.0, Self-emp-inc,149689.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,20051.0,0.0,48.0, United-States
2551,41.0, Private,, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,40.0, United-States
26298,24.0, Local-gov,, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Female,0.0,0.0,50.0,
30733,42.0, Private,104647.0, HS-grad,9.0, Divorced,, Not-in-family, Male,0.0,0.0,40.0, United-States
11469,65.0, State-gov,172348.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, Female,0.0,0.0,20.0, United-States
30831,36.0, State-gov,,,15.0, Married-civ-spouse, Prof-specialty, Wife, Female,15024.0,0.0,50.0, United-States
3616,26.0, Private,189590.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States
11652,30.0, Self-emp-inc,321990.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,15024.0,0.0,, ?
4361,25.0, Private,125159.0, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0,
12834,18.0, Private,270544.0, 12th,8.0, Never-married, Adm-clerical, Own-child,,0.0,0.0,30.0, United-States
17337,46.0, Private,70754.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,40.0, United-States
20736,42.0, Private,172297.0, Masters,14.0, Married-civ-spouse,, Husband, Male,0.0,1902.0,40.0, United-States
22358,45.0, Private,129371.0, 9th,5.0, Separated, Other-service, Unmarried,,0.0,0.0,40.0, Trinadad&Tobago
31146,48.0, State-gov,78529.0, Masters,14.0, Separated, Prof-specialty,, Male,,0.0,60.0, United-States
6543,31.0, Private,33731.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,7688.0,0.0,40.0, United-States
5957,20.0, ?,190290.0, Some-college,10.0, Never-married, ?, Own-child, Male,0.0,0.0,35.0, United-States
31451,36.0, Private,199346.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,50.0, United-States
10851,22.0, Private,43646.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Own-child, Male,0.0,0.0,40.0,
20336,24.0, Private,187937.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, Female,0.0,0.0,40.0, United-States
1177,50.0, State-gov,356619.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,48.0, United-States
10684,57.0, Private,194161.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,42.0, Italy
12037,67.0, ?,40021.0, Doctorate,16.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,40.0, United-States
10020,, Private,232569.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
910,, Private,93235.0, HS-grad,9.0, Never-married,, Not-in-family, Male,,0.0,, United-States
7214,20.0, Private,259788.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Male,0.0,0.0,40.0, United-States
20885,18.0, Private,240183.0, HS-grad,9.0, Never-married, Other-service, Own-child, Female,0.0,0.0,20.0, United-States
31362,19.0, Private,160811.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,38.0,
11170,48.0, Self-emp-not-inc,31267.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,3411.0,0.0,70.0, United-States
6135,32.0, Private,, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,, England
13350,53.0, Self-emp-not-inc,195322.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,30.0, United-States
26983,36.0, Self-emp-not-inc,138940.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,4386.0,,50.0,
12590,40.0, Private,33795.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
15206,48.0, Private,187563.0, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,54.0, United-States
27658,19.0, Private,157605.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,40.0, United-States
7226,27.0, Private,233421.0, Some-college,, Never-married,, Own-child, Male,0.0,0.0,20.0, United-States
13518,21.0, Private,47541.0,,9.0, Divorced, Machine-op-inspct, Other-relative, Male,0.0,,40.0, United-States
10251,22.0, Private,347530.0, HS-grad,9.0, Separated, Other-service, Unmarried, Female,0.0,0.0,35.0,
25139,50.0, Private,185407.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,,
4011,, Private,404573.0, Some-college,10.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,44.0, United-States
26994,29.0, Private,144556.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,, United-States
13571,58.0, Local-gov,81132.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,80.0, Philippines
11337,32.0, Private,360593.0, HS-grad,9.0, Divorced, Sales, Unmarried, Female,0.0,0.0,30.0, United-States
18026,33.0, Private,233107.0, 9th,5.0,,, Husband, Male,0.0,0.0,33.0, Mexico
11429,52.0, Local-gov,72036.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,25.0, United-States
6951,22.0, State-gov,160369.0, Some-college,10.0, Never-married, Other-service, Own-child, Male,0.0,0.0,20.0, United-States
6140,31.0, Private,114324.0, Assoc-voc,11.0, Never-married,, Not-in-family, Female,0.0,0.0,40.0, United-States
10957,44.0, Private,173590.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,3.0,
4772,66.0, Local-gov,222810.0, Some-college,10.0, Divorced, Other-service, Other-relative, Female,7896.0,0.0,40.0, ?
12008,26.0, ?,132749.0, Bachelors,13.0, Never-married, ?, Not-in-family, Female,0.0,0.0,, United-States
12829,29.0, Private,138332.0,,10.0, Married-civ-spouse, Adm-clerical, Own-child,,0.0,0.0,6.0, United-States
7098,46.0, State-gov,179869.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States
4457,31.0, State-gov,, HS-grad,9.0, Divorced, Protective-serv, Own-child,,0.0,0.0,40.0, United-States
21630,61.0,,147393.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,20.0, United-States
9720,47.0, Private,44671.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,38.0, United-States
15310,31.0, Self-emp-inc,162442.0, Masters,14.0, Never-married, Sales, Own-child, Female,27828.0,0.0,40.0, United-States
11101,67.0,,195066.0, HS-grad,, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,50.0, United-States
10935,50.0, Self-emp-inc,193720.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,70.0, Greece
29927,42.0, Private,223548.0, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,30.0, Mexico
5926,42.0, Private,259643.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family,,4650.0,0.0,40.0, United-States
1580,36.0, Private,148903.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, Female,0.0,0.0,60.0, United-States
1196,51.0, Local-gov,176813.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,60.0, United-States
30744,60.0, ?,174073.0, HS-grad,9.0, Married-civ-spouse, ?,, Male,0.0,,40.0, United-States
16549,35.0, Private,112512.0, HS-grad,9.0, Widowed, Other-service, Own-child, Female,0.0,0.0,40.0, United-States
4546,40.0, Self-emp-not-inc,242082.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, Male,,0.0,45.0,
21458,38.0, Self-emp-inc,141584.0, HS-grad,9.0, Divorced, Sales, Unmarried,,0.0,0.0,55.0, United-States
45,28.0, Private,242832.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, Female,0.0,0.0,36.0, United-States
15766,59.0, Private,107318.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States
27770,66.0, ?,182378.0, 7th-8th,4.0, Married-civ-spouse,,, Male,0.0,0.0,30.0, United-States
21599,, Self-emp-inc,100029.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,, United-States
9420,22.0, State-gov,214731.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Female,0.0,0.0,15.0, United-States
196,36.0, Private,99374.0, Some-college,10.0, Divorced, Craft-repair, Not-in-family, Male,,0.0,40.0, United-States
1230,, Private,265266.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,,40.0, United-States
10964,56.0, Self-emp-inc,205601.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty,, Male,99999.0,0.0,70.0, United-States
13146,51.0, Local-gov,548361.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,26.0, United-States
2251,45.0, State-gov,207847.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Female,0.0,,40.0, United-States
8261,40.0,,79372.0, HS-grad,9.0, Divorced, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States
1266,38.0, Private,189623.0,,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1887.0,, United-States
6938,39.0, Private,112264.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
3262,54.0, Private,191072.0, Bachelors,13.0, Divorced, Handlers-cleaners, Not-in-family, Male,0.0,0.0,35.0, United-States
15916,24.0, ?,83783.0, 7th-8th,4.0, Never-married, ?, Not-in-family, Female,0.0,0.0,25.0, United-States
31075,26.0, Private,76491.0, Masters,, Married-civ-spouse, Prof-specialty, Husband,,0.0,0.0,20.0, United-States
12621,, Private,197286.0, 12th,8.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,48.0, Germany
13109,47.0, Private,188386.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
4043,57.0, Local-gov,109973.0,,9.0,, Other-service, Not-in-family, Female,0.0,0.0,40.0, United-States
20674,, Private,156728.0,,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,40.0, United-States
14737,51.0, Local-gov,26832.0, HS-grad,9.0,, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
4787,39.0, Private,172186.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, United-States
4578,36.0, Private,148143.0, HS-grad,9.0, Never-married, Machine-op-inspct, Other-relative, Female,0.0,0.0,40.0, United-States
7247,50.0, Self-emp-inc,181498.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
24333,38.0,,233717.0, Some-college,10.0, Divorced,, Unmarried, Male,0.0,0.0,60.0, United-States
6300,77.0, Self-emp-not-inc,209507.0,,10.0, Never-married, Craft-repair, Not-in-family, Male,0.0,0.0,, United-States
11029,32.0, Private,157747.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,,45.0, United-States
12242,46.0, State-gov,20534.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,45.0, United-States
3986,20.0, Private,228960.0, Some-college,10.0, Never-married, Other-service, Own-child, Female,0.0,0.0,40.0, United-States
10144,36.0, Private,161141.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
15711,27.0, Private,, HS-grad,9.0, Divorced,, Not-in-family, Male,0.0,0.0,50.0, United-States
1828,22.0, ?,303579.0, Some-college,10.0, Never-married, ?, Own-child, Male,0.0,1602.0,8.0, United-States
13078,56.0, Private,238638.0, 7th-8th,4.0,, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
24477,, Private,113324.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,1902.0,40.0,
6306,38.0, Private,99156.0, HS-grad,9.0, Divorced, Sales, Unmarried, Male,0.0,0.0,46.0, United-States
15418,59.0, ?,199033.0, 9th,5.0, Married-civ-spouse, ?, Wife, Female,0.0,0.0,32.0, United-States
12042,33.0, Local-gov,107793.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,50.0, United-States
8789,48.0, Private,501671.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, Male,0.0,0.0,48.0, United-States
20054,24.0, Private,190015.0,,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0, United-States
7669,26.0, Private,109390.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,40.0, United-States
10538,34.0, Local-gov,117963.0, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
28591,32.0, Private,330715.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
4754,50.0, Private,191598.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, Male,0.0,1980.0,38.0, United-States
9751,27.0, Private,285897.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,1887.0,40.0, United-States
19867,32.0, Private,156464.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
3569,23.0, Private,, HS-grad,9.0, Never-married, Tech-support, Not-in-family, Female,0.0,0.0,40.0, United-States
21473,74.0, Self-emp-not-inc,173929.0, Doctorate,16.0, Married-spouse-absent, Prof-specialty, Not-in-family, Male,0.0,0.0,25.0, United-States
3841,21.0, Private,127914.0, Some-college,10.0, Never-married, Other-service, Own-child, Male,0.0,0.0,20.0, United-States
15061,31.0, Self-emp-not-inc,323020.0, Some-college,10.0, Married-civ-spouse, Other-service, Wife, Female,0.0,0.0,30.0, United-States
19009,31.0, Private,186144.0, 7th-8th,4.0, Never-married, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, Mexico
9169,61.0, Private,184167.0, 12th,8.0, Married-civ-spouse, Craft-repair, Wife, Female,0.0,0.0,40.0, United-States
1133,37.0,,189382.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,38.0, United-States
29908,33.0, Self-emp-not-inc,218164.0, HS-grad,9.0, Married-civ-spouse,, Husband, Male,0.0,0.0,40.0, United-States
28428,39.0, Federal-gov,, 9th,5.0, Married-civ-spouse, Machine-op-inspct,, Male,0.0,0.0,40.0, United-States
13635,38.0, Private,179481.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,45.0, United-States
6825,33.0, Private,214288.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,1848.0,48.0, United-States
10653,34.0, Private,117779.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,2977.0,0.0,65.0, United-States
4051,45.0, Private,163174.0, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386.0,0.0,40.0, United-States
16122,34.0, Private,241885.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,,0.0,45.0, United-States
10006,63.0, Private,156127.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,45.0, United-States
16289,44.0, Private,408717.0,,9.0, Divorced, Sales, Not-in-family, Male,3674.0,0.0,50.0,
5931,41.0, Private,63596.0, Some-college,10.0, Married-civ-spouse, Prof-specialty,, Female,0.0,0.0,32.0, United-States
13803,22.0, Private,372898.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Female,0.0,0.0,20.0, United-States
4341,36.0, Private,172538.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, Male,0.0,,52.0, United-States
13096,41.0, Federal-gov,192589.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical,, Male,0.0,0.0,40.0, United-States
